Species Type,Genus,Species,Brain mass (g),Body mass (g)
M,Sylvicapra,grimmia,69,12000
M,Sylvicapra,grimmia,83,12500
M,Sylvicapra,grimmia,84,14000
M,Sylvicapra,grimmia,96,15000
M,Sylvicapra,grimmia,57,6000
M,Sylvicapra,grimmia,73,11000
M,Sylvicapra,grimmia,67.5,11500
M,Sylvicapra,grimmia,87,16000
M,Grampus,griseus,2551,400000
M,Pagophilus,groenlandicus,442,107000
M,Pagophilus,groenlandicus,297,127500
M,Dicrostonyx,groenlandicus,0.8983,52.1
M,Dicrostonyx,groenlandicus,0.72,68.4
M,Peromyscus,guatemalensis,1.16,52.83
M,Microtus,guentheri,0.69,51.3
M,Colobus,guereza,83.9,10281.25
M,Cynomys,gunnisoni,5.16,796.3
M,Pteronotus,gymnonotus,0.343,13.6
M,Hoplomys,gymnurus,4.13,330
M,Hipposideros,halophyllus,0.152,4
M,Papio,hamadryas,142,12020
M,Papio,hamadryas,183,20700
M,Rhinopoma,hardwickei,0.275,12.9
M,Harpiocephalus,harpia,0.442,13.5
M,Ammospermophilus,harrisii,2.24,138.8
M,Enchisthenes,hartii,0.5105,14.2
M,Myotis,hasseltii,0.188,7.5
M,Phyllostomus,hastatus,1.53175,90
M,Scotophilus,heathi,0.476,31.5
M,Dipodomys,heermanni,1.37,60
M,Platyrrhinus,helleri,0.42,11.6
M,Eidolon,helvum,4.4325,266.75
M,Odocoileus,hemionus,188.3,33113
M,Paradoxurus,hermaphroditus,28.2,2500
M,Paradoxurus,hermaphroditus,23.7,3047
M,Paradoxurus,hermaphroditus,22.9,3100
M,Rhinolophus,hildebrandti,0.63,29.1
M,Taphozous,hildegardeae,0.5425,27.45
M,Aethomys,hindei,1.42,146.3
M,Beamys,hindei,1.11,89.75
M,Rhinolophus,hipposideros,0.16,4.6
M,Rhinolophus,hipposideros,0.31,9.7
M,Capra,hircus,115,27660
M,Capra,hircus,106,30000
M,Pusa,hispida,255,39680
M,Pusa,hispida,251,39460
M,Nycteris,hispida,0.284,7.8
M,Sigmodon,hispidus,1.14,132.5
M,Sigmodon,hispidus,1.18,148
M,Chaetodipus,hispidus,0.68,39
M,Choloepus,hoffmanni,26,5271
M,Choloepus,hoffmanni,23.07,4825
M,Furipterus,horrens,0.127,3.43
M,Cynopterus,horsfieldii,1.23,53
M,Myotis,horsfieldii,0.197,6.3
M,Iomys,horsfieldii,3.38,155.5
M,Cryptomys,hottentotus,1.17,98.4
M,Oryzorictes,hova,0.58,44.2
M,Sorex,hoyi,0.107,2.6
M,Sorex,hoyi,0.08,3.5
M,Tamiasciurus,hudsonicus,3.82,102.5
M,Tamiasciurus,hudsonicus,3.94,123
M,Tamiasciurus,hudsonicus,3.97,139
M,Tamiasciurus,hudsonicus,3.87,145
M,Tamiasciurus,hudsonicus,4,147
M,Tamiasciurus,hudsonicus,4.1,158
M,Tamiasciurus,hudsonicus,4.21,169
M,Tamiasciurus,hudsonicus,4.2,179
M,Tamiasciurus,hudsonicus,5.02,248
M,Tamiasciurus,hudsonicus,4.09,63
M,Tamiasciurus,hudsonicus,4.05,140
M,Tamiasciurus,hudsonicus,4.43,152.5
M,Tamiasciurus,hudsonicus,4.02,173.5
M,Tamiasciurus,hudsonicus,3.97,183
M,Tamiasciurus,hudsonicus,4.71,183
M,Tamiasciurus,hudsonicus,4.103,159
M,Tamiasciurus,hudsonicus,3.83,188.9
M,Zapus,hudsonius,0.6961,19.3
M,Zapus,hudsonius,0.522,15.2
M,Zapus,hudsonius,0.43,17.9
M,Conepatus,humboldtii,16.7,2500
M,Meriones,hurrianae,0.97,71.3
M,Murina,huttoni,0.258,8.8
M,Hyaena,hyaena,112.7,55000
M,Hydrochoerus,hydrochaeris,51,7800
M,Hydrochoerus,hydrochaeris,75,28500
M,Hydrochoerus,hydrochaeris,76,29500
M,Ochotona,hyperborea,2.22,120
M,Pteropus,hypomelanus,5.302,390
M,Herpestes,ichneumon,35.2,8000
M,Tragelaphus,imberbis,214,140000
M,Hypsugo,imbricatus,0.137,6.3
M,Xerus,inauris,7.65,400
M,Acrocodia,indica,265,201000
M,Acrocodia,indica,250,225000
M,Tatera,indica,1.84,139.7
M,Ratufa,indica,11.6,1010
M,Ratufa,indica,11.4,1935
M,Indri,indri,38.3,6250
M,Dobsonia,inermis,2.7,149.5
M,Miniopterus,inflatus,0.3265,15.05
M,Platyrrhinus,infuscus,1.11,50.2
M,Geocapromys,ingrahami,4.46,717.3
M,Napaeozapus,insignis,0.48,23.2
M,Elephantulus,intufi,1.14,49
M,Ia,io,0.761,53.3
M,Otomys,irroratus,1.38,141
M,Callithrix,jacchus,8.5,298
M,Callithrix,jacchus,6.95,95
M,Callithrix,jacchus,8,320
M,Callithrix,jacchus,7.2,169
M,Callithrix,jacchus,7.6,187
M,Callithrix,jacchus,9,221
M,Callithrix,jacchus,6.7,225
M,Callithrix,jacchus,7.2,235
M,Callithrix,jacchus,9,242
M,Callithrix,jacchus,7.6,280
M,Callithrix,jacchus,7.3,1550
M,Jaculus,jaculus,1.21,55.4
M,Jaculus,jaculus,1.85,73
M,Artibeus,jamaicensis,0.93,37.5
M,Nycteris,javanica,0.475,17.7
M,Tragulus,javanicus,15.85,2037
M,Pipistrellus,javanicus,0.119,4.5
M,Chaerephon,jobensis,0.36,16.5
M,Okapia,johnstoni,475,240000
M,Acinonyx,jubatus,114.3,65000
M,Mormopterus,jugularis,0.22,11.5
M,Cercopithecus,kandti,71.6,7350
M,Madoqua,kirki,31.5,4800
M,Madoqua,kirki,34.2,3700
M,Madoqua,kirki,29,4200
M,Madoqua,kirki,34.5,4500
M,Madoqua,kirki,31.5,4800
M,Madoqua,kirki,32,5400
M,Madoqua,kirki,37,5500
M,Madoqua,kirki,37,6000
M,Madoqua,kirki,35,4300
M,Madoqua,kirki,35,5100
M,Madoqua,kirkii,37,4570
M,Kobus,kob,204,110000
M,Kobus,kob,204,125000
M,Pipistrellus,kuhlii,0.166,6.3
M,Scotophilus,kuhlii,0.34233,19.6
M,Epomophorus,labiatus,1.58867,64.1
M,Vulpes,lagopus,44.5,3385
M,Vulpes,lagopus,47.8,8000
M,Lagothrix,lagotricha,86.2,5260
M,Lagothrix,lagotricha,92.5,2550
M,Lagurus,lagurus,0.42,20.1
M,Micropotamogale,lamottei,0.8,64.2
M,Rhinolophus,landeri,0.276,9.65
M,Avahi,laniger,10.49,1285
M,Chinchilla,laniger,5.25,432
M,Hipposideros,lankadiva,0.733,48.5
M,Hylobates,lar,102,5500
M,Hylobates,lar,102,5700
M,Hipposideros,larvatus,0.4165,19.85
M,Nasalis,larvatus,97,14000
M,Callospermophilus,lateralis,3.01,166.1
M,Rhinosciurus,laticaudatus,4.28,240
M,Canis,latrans,84.24,8510
M,Canis,latrans,109.9,22000
M,Kobus,leche,223,120000
M,Kobus,leche,225,120000
M,Kobus,leche,220,125000
M,Hipposideros,lekaguli,0.584,30.3
M,Lemmus,lemmus,0.86,68.9
M,Panthera,leo,229.2,124000
M,Panthera,leo,258,190800
M,Panthera,leo,259.5,84000
M,Panthera,leo,299,220000
M,Macaca,leonina,90,2050
M,Rhinolophus,lepidus,0.18833,5.6
M,Dasyprocta,leporina,19.1,1724.5
M,Dasyprocta,leporina,20,2684
M,Dasyprocta,leporina,21,2935
M,Dasyprocta,leporina,22.78,3000
M,Noctilio,leporinus,1.26,58.5
M,Spermophilopsis,leptodactylus,6.18,495
M,Saccopteryx,leptura,0.1605,4.9
M,Ammotragus,lervia,209.5,56700
M,Ammotragus,lervia,210,66000
M,Delphinapterus,leucas,2354,303230
M,Delphinapterus,leucas,1971,340000
M,Delphinapterus,leucas,1871,656500
M,Delphinapterus,leucas,2349,441310
M,Delphinapterus,leucas,2083,636000
M,Spalax,leucodon,3,122
M,Peromyscus,leucopus,0.6,21.21
M,Peromyscus,leucopus,0.63,25.5
M,Mops,leucostigma,0.39,26.5
M,Ammospermophilus,leucurus,2.33,105.9
M,Cynomys,leucurus,5.69,992.1
M,Paramelomys,levipes,1.86,83.4
M,Hexaprotodon,liberiensis,260,150000
M,Sturnira,lilium,0.52,17.1
M,Platyrrhinus,lineatus,0.741,22.6
M,Urocyon,littoralis,37.3,3760
M,Artibeus,lituratus,1.05,58.7
M,Oligoryzomys,longicaudatus,0.67,26.6
M,Microtus,longicaudus,0.7,47.4
M,Taphozous,longimanus,0.47,23.2
M,Perognathus,longimembris,0.34,8.3
M,Stenella,longirostris,450,33600
M,Glossophaga,longirostris,0.435,11.2
M,Procyon,lotor,33.55,2226
M,Procyon,lotor,40.5,4536
M,Procyon,lotor,36.1,5000
M,Procyon,lotor,42.7,5216
M,Procyon,lotor,27.4,4309
M,Procyon,lotor,40,5175
M,Procyon,lotor,41.6,5270
M,Procyon,lotor,74.8,20000
M,Penthetor,lucasi,0.9475,35
M,Myotis,lucifugus,0.16133,8
M,Rhinolophus,luctus,0.5905,33.9
M,Sturnira,ludovici,0.676,25.9
M,Cynomys,ludovicianus,6.01,793.5
M,Cynomys,ludovicianus,4.96,1250
M,Damaliscus,lunatus,288,135000
M,Damaliscus,lunatus,259,150000
M,Damaliscus,lunatus,260,80000
M,Damaliscus,lunatus,295,135000
M,Damaliscus,lunatus,228,60000
M,Damaliscus,lunatus,324,82000
M,Canis,lupus,92.3,25000
M,Canis,lupus,115.5,29030
M,Canis,lupus,152,29940
M,Canis,lupus,119,22680
M,Canis,lupus,183.7,78000
M,Lutra,lutra,74.1,16500
M,Rattus,lutreolus,1.64,92.7
M,Enhydra,lutris,114,30000
M,Pteropus,lylei,6.19,296
M,Pteropus,lylei,5.92,307
M,Pteropus,lylei,6.3,324
M,Pteropus,lylei,5.65,283.5
M,Pteropus,lylei,6.1,284
M,Pteropus,lylei,6.33,322
M,Pteropus,lylei,6.41,383.5
M,Megaderma,lyra,0.8935,35.3
M,Eulemur,macaco,25.5,1899
M,Eulemur,macaco,21.8,2170
M,Eulemur,macaco,24.5,1290
M,Eulemur,macaco,22,1940
M,Eulemur,macaco,24,2148.5
M,Mesophylla,macconnelli,0.3445,7.55
M,Notopteris,macdonaldi,1.45275,70.18
M,Physeter,macrocephalus,7818,37093000
M,Macrophyllum,macrophyllum,0.321,8.6
M,Peropteryx,macrotis,0.1566,5.4
M,Nycteris,macrotis,0.389,14.5
M,Pteropus,macrotis,6.127,366
M,Rhinolophus,macrotis,0.208,6.3
M,Isoodon,macrourus,0.18,8.61
M,Pogonomys,macrourus,1.43,73.9
M,Genetta,maculata,19.4,2600
M,Balionycteris,maculata,0.51067,14.33
M,Dasyurus,maculatus,5.35,420
M,Dasyurus,maculatus,4.07,355
M,Daubentonia,madagascariensis,45.15,2800
M,Hipposideros,maggietaylorae,0.5425,20.5
M,Miniopterus,magnater,0.324,15
M,Pteropus,mahaganus,5.28,465
M,Cheirogaleus,major,6.8,450
M,Helarctos,malayanus,385.5,45020
M,Helarctos,malayanus,265,65000
M,Rhinolophus,malayanus,0.202,6.4
M,Trichechus,manatus,340,425000
M,Trichechus,manatus,364,756000
M,Peromyscus,maniculatus,0.52,17.2
M,Peromyscus,maniculatus,0.69,24
M,Peromyscus,maniculatus,0.57,21.65
M,Ursus,maritimus,507,317000
M,Ursus,maritimus,269,69860
M,Ursus,maritimus,500,250000
M,Ursus,maritimus,616.6,470000
M,Antidorcas,marsupialis,132,35000
M,Antidorcas,marsupialis,143,36000
M,Antidorcas,marsupialis,146,36000
M,Antidorcas,marsupialis,118,22000
M,Antidorcas,marsupialis,129,22500
M,Antidorcas,marsupialis,123.5,37000
M,Antidorcas,marsupialis,145,37000
M,Antidorcas,marsupialis,132,38000
M,Antidorcas,marsupialis,140,38000
M,Antidorcas,marsupialis,142,38000
M,Antidorcas,marsupialis,138,38200
M,Antidorcas,marsupialis,130,40000
M,Antidorcas,marsupialis,140,40000
M,Antidorcas,marsupialis,138,44000
M,Antidorcas,marsupialis,144,46000
M,Didelphis,marsupialis,3.9,438
M,Didelphis,marsupialis,4.8,470
M,Didelphis,marsupialis,5.2,698
M,Didelphis,marsupialis,4.8,1147
M,Didelphis,marsupialis,5.8,1370
M,Didelphis,marsupialis,6.3,1700
M,Martes,martes,21.5,2500
M,Otomops,martiensseni,0.7555,41.75
M,Macaca,maura,86.1,5110
M,Macaca,maura,89.2,5110
M,Macaca,maura,96.5,5110
M,Macaca,maura,95.1,9450
M,Macaca,maura,105.5,9450
M,Macaca,maura,191,4860
M,Macaca,maura,72,7400
M,Taphozous,mauritianus,0.5505,29
M,Elephas,maximus,4048,2047000
M,Elephas,maximus,4717,3048000
M,Elephas,maximus,6075,2128000
M,Elephas,maximus,4550,2267430
M,Elephas,maximus,5220,3216000
M,Elephas,maximus,5000,3450400
M,Elephas,maximus,5045,2547000
M,Lagostomus,maximus,8.8,3854
M,Lagostomus,maximus,16.52,4687.5
M,Philantomba,maxwellii,37.5,3130
M,Philantomba,maxwellii,35.4,3160
M,Philantomba,maxwellii,38,3357
M,Philantomba,maxwellii,41.1,3780
M,Tamiops,mcclellandii,1.95,39
M,Cryptomys,mechowi,2.25,102
M,Cryptomys,mechowi,2.21,104
M,Cryptomys,mechowi,2.32,106
M,Cryptomys,mechowi,2.45,129
M,Cryptomys,mechowi,2.21,142
M,Cryptomys,mechowi,2.4,147
M,Cryptomys,mechowi,1.98,179
M,Cryptomys,mechowi,2.36,187
M,Cryptomys,mechowi,2.83,189
M,Cryptomys,mechowi,2.09,255
M,Cheirogaleus,medius,3.6,181
M,Cheirogaleus,medius,3.3,181
M,Cheirogaleus,medius,3.14,177
M,Microdipodops,megacephalus,0.6,14.1
M,Mormoops,megalophylla,0.42,15.6
M,Peromyscus,megalops,1.12,66.2
M,Otocyon,megalotis,26.09,3335
M,Otocyon,megalotis,28.5,3200
M,Otocyon,megalotis,32.7,5000
M,Micronycteris,megalotis,0.274,6.5
M,Reithrodontomys,megalotis,0.4,10.7
M,Rhinolophus,megaphyllus,0.2605,9.8
M,Rhinolophus,mehelyi,0.31,9.7
M,Aepyceros,melampus,200,51000
M,Aepyceros,melampus,215,60000
M,Aepyceros,melampus,200,62000
M,Aepyceros,melampus,165,43000
M,Aepyceros,melampus,172,47000
M,Aepyceros,melampus,195.5,53500
M,Aepyceros,melampus,175,57610
M,Aepyceros,melampus,160,60000
M,Aepyceros,melampus,161,78000
M,Aepyceros,melampus,165,38000
M,Aepyceros,melampus,165,42000
M,Aepyceros,melampus,150,58000
M,Aepyceros,melampus,153,65000
M,Aepyceros,melampus,152,70000
M,Peromyscus,melanocarpus,1.03,58.8
M,Chironax,melanocephalus,0.612,17.63
M,Ailuropoda,melanoleuca,226,37500
M,Peromyscus,melanophrys,0.94,45
M,Taphozous,melanopogon,0.536,22.7
M,Melonycteris,melanops,1.288,47.45
M,Raphicerus,melanotis,55,10100
M,Raphicerus,melanotis,59,11200
M,Peromyscus,melanotis,0.63,39.6
M,Pteropus,melanotus,10.6,1261.4
M,Globicephala,melas,2673,1061000
M,Meles,meles,88.5,22700
M,Moschiola,meminna,15.5,1845
M,Moschiola,meminna,18.1,1973
M,Moschiola,meminna,17,2020
M,Moschiola,meminna,17.1,2150
M,Moschiola,meminna,17.1,2368
M,Moschiola,meminna,16,4600
M,Mephitis,mephitis,10,2260
M,Mephitis,mephitis,10.3,1700
M,Mephitis,mephitis,19.7,4700
M,Limnogale,mergulus,1.15,92
M,Peromyscus,merriami,0.56,20.72
M,Dipodomys,merriami,0.39,35
M,Dipodomys,merriami,1.05,37.8
M,Canis,mesomelas,46,2850
M,Canis,mesomelas,54.8,8000
M,Canis,mesomelas,71,14000
M,Peromyscus,mexicanus,0.99,46.55
M,Peromyscus,mexicanus,1.04,46.55
M,Rhinopoma,microphyllum,0.4035,27.1
M,Dipodomys,microps,1.21,59.9
M,Neotoma,micropus,2.66,378.3
M,Leopoldamys,milleti,4.22,332.1
M,Pipistrellus,mimus,0.094,3.9
M,Macroglossus,minimus,0.607,17.03
M,Tamias,minimus,1.6,45.3
M,Platanista,minor,164,18300
M,Choeroniscus,minor,0.389,9.6
M,Tupaia,minor,2.58,70
M,Micronycteris,minuta,0.286,6.9
M,Sorex,minutus,0.15,3.9
M,Sorex,minutus,0.11,5.3
M,Micromys,minutus,0.29,6.4
M,Mesoplodon,mirus,2355,929000
M,Cercopithecus,mitis,75,6300
M,Callicebus,moloch,19,900
M,Molossus,molossus,0.26,13
M,Dobsonia,moluccensis,4.43,325
M,Cercopithecus,mona,67,3001
M,Pithecia,monachus,35,1500
M,Marmota,monax,11,3051
M,Marmota,monax,10.65,4198.5
M,Eulemur,mongoz,25.8,1305
M,Eulemur,mongoz,23.1,1565
M,Eulemur,mongoz,23.2,1808
M,Monodon,monoceros,2997,1578330
M,Hypsignathus,monstrosus,3.3,330
M,Hypsignathus,monstrosus,3.4,347
M,Microtus,montanus,0.69,39.7
M,Cephalophus,monticola,43.5,5300
M,Cephalophus,monticola,39,4500
M,Emballonura,monticola,0.163,5.4
M,Sorex,monticolus,0.23,6.3
M,Myotis,montivagus,0.17,8.3
M,Mops,mops,0.4725,30.95
M,Lonchophylla,mordax,0.432,10.7
M,Chalinolobus,morio,0.1845,8.35
M,Praomys,morio,0.84,46.5
M,Rattus,morotaiensis,1.92,134.1
M,Desmana,moschata,4,440
M,Neotragus,moschatus,32,3200
M,Neotragus,moschatus,36,3500
M,Hylobates,muelleri,85,6011
M,Hylobates,muelleri,95,6123
M,Hylobates,muelleri,99.4,6454
M,Hylobates,muelleri,91,6804
M,Hylobates,muelleri,84.4,4876
M,Hylobates,muelleri,108.5,5443
M,Hylobates,muelleri,101.8,5700
M,Hylobates,muelleri,97.4,6228
M,Macaca,mulatta,78,2040
M,Macaca,mulatta,80,2795
M,Macaca,mulatta,93.1,3627
M,Macaca,mulatta,85.2,4880
M,Macaca,mulatta,100,2041
M,Macaca,mulatta,90,2722
M,Macaca,mulatta,91.7,3292
M,Macaca,mulatta,90.7,5210
M,Macaca,mulatta,53.7,3300
M,Macaca,mulatta,84.6,5980
M,Macaca,mulatta,93,7800
M,Macaca,mulatta,107,8700
M,Mungos,mungo,14.7,2500
M,Muntiacus,muntjak,124,16000
M,Muntiacus,muntjak,125,16600
M,Myotis,muricola,0.125,4.95
M,Vespertilio,murinus,0.445,33.3
M,Suncus,murinus,0.39,35
M,Microcebus,murinus,1.78,54
M,Microcebus,murinus,1.9,62
M,Balaenoptera,musculus,6700,33682000
M,Balaenoptera,musculus,6800,58059000
M,Balaenoptera,musculus,6500,98112000
M,Balaenoptera,musculus,6917,101605000
M,Mus,musculus,0.39,16.5
M,Mus,musculus,0.48,18.2
M,Mus,musculus,0.5,14.75
M,Mus,musculus,0.45,16.85
M,Mus,musculus,0.42,19.5
M,Mus,musculus,0.42,19.5
M,Mus,musculus,0.424,18.92
M,Mus,musculus,0.43,20.85
M,Mus,musculus,0.43,20.85
M,Mus,musculus,0.45,24
M,Mus,musculus,0.475,24.32
M,Galea,musteloides,2.72,375
M,Myotis,myotis,0.48,25
M,Myotis,myotis,0.525,32
M,Myotis,mystacinus,0.155,4
M,Myotis,mystacinus,0.16,4
M,Elephantulus,myurus,1.37,64
M,Massoutiera,mzabi,2.32,182.6
M,Micaelamys,namaquensis,0.89,79.4
M,Nycteris,nana,0.239,6.95
M,Pipistrellus,nanus,0.1,3.9
M,Gerbillus,nanus,0.6,14
M,Tragulus,napu,18.5,2510
M,Tragulus,napu,18.3,2670
M,Nasua,narica,44.17,6250
M,Rhynchonycteris,naso,0.11,4.3
M,Addax,nasomaculatus,185,107000
M,Addax,nasomaculatus,218,120000
M,Nasua,nasua,34,3175
M,Nasua,nasua,41,3200
M,Nasua,nasua,52.7,11000
M,Cephalophus,natalensis,83,12500
M,Cephalophus,natalensis,66,10500
M,Mastomys,natalensis,0.72,50
M,Myotis,nattereri,0.22,7
M,Ammospermophilus,nelsoni,2.31,70
M,Pygathrix,nemaeus,77,7500
M,Macaca,nemestrina,103,2287
M,Macaca,nemestrina,117,6625
M,Pteropus,neohibernicus,9.114,840
M,Ardops,nichollsi,0.61,15
M,Hippotragus,niger,282,165000
M,Hippotragus,niger,282,165000
M,Saguinus,niger,8.4,225
M,Sciurus,niger,8.85,401
M,Sciurus,niger,7.7,403
M,Sciurus,niger,8.95,522.5
M,Sciurus,niger,8.4,584
M,Sciurus,niger,9.2,650
M,Sciurus,niger,9.15,559
M,Sciurus,niger,9.05,578
M,Sciurus,niger,7.2,328
M,Sciurus,niger,6.5,365
M,Sciurus,niger,6.9,365
M,Sciurus,niger,8.95,580
M,Sciurus,niger,9.2,650
M,Sciurus,niger,8.72,809.9
M,Macaca,nigra,97.5,3452
M,Myotis,nigricans,0.12,4.5
M,Lepus,nigricollis,11.49,1961
M,Cephalophus,nigrifrons,84,11000
M,Cephalophus,nigrifrons,86,14000
M,Cephalophus,nigrifrons,79,15000
M,Scotophilus,nigrita,1.046,101
M,Callosciurus,nigrovittatus,4.44,202
M,Arvicanthis,niloticus,1.33,84.5
M,Rattus,niobe,1.1,42.1
M,Megaerops,niphanae,0.958,32.6
M,Rattus,nitidus,1.7,101
M,Mustela,nivalis,2.14,200
M,Leptonycteris,nivalis,0.5855,22.9
M,Mops,niveiventer,0.432,21.7
M,Nyctalus,noctula,0.36,25
M,Rattus,norvegicus,7.3,254
M,Rattus,norvegicus,2.38,339
M,Rattus,norvegicus,8.75,465
M,Callosciurus,notatus,4.91,209.5
M,Megaptera,novaeangliae,6439,39311330
M,Dasypus,novemcinctus,9.5,2086
M,Dasypus,novemcinctus,14.2,3701
M,Dasypus,novemcinctus,14,4593
M,Dasypus,novemcinctus,7.5,3401
M,Dasypus,novemcinctus,12,3700
M,Dasypus,novemcinctus,7.54,5000
M,Lagenorhynchus,obliquidens,1079,79000
M,Lagenorhynchus,obliquidens,1046,70000
M,Lagenorhynchus,obliquidens,1136,100000
M,Lagenorhynchus,obliquidens,1286,110000
M,Lagenorhynchus,obliquidens,1140,90000
M,Trachypithecus,obscurus,65.5,5800
M,Microtus,ochrogaster,0.71,43.8
M,Saguinus,oedipus,10,333
M,Saguinus,oedipus,9.7,370
M,Saguinus,oedipus,9.2,370
M,Saguinus,oedipus,10,411
M,Saguinus,oedipus,9.4,205
M,Saguinus,oedipus,9.2,221
M,Saguinus,oedipus,10,380
M,Saimiri,oerstedii,25,603
M,Saimiri,oerstedii,25.3,907
M,Saimiri,oerstedii,19.9,607
M,Cebus,olivaceus,69,1490
M,Cebus,olivaceus,72.5,2684.5
M,Panthera,onca,147,34470
M,Orcinus,orca,6052,3273000
M,Orcinus,orca,5617,2049000
M,Dipodomys,ordii,1.38,54
M,Microtus,oregoni,0.52,22
M,Oreotragus,oreotragus,62,14000
M,Oreotragus,oreotragus,54,11000
M,Oreotragus,oreotragus,59.5,11000
M,Jaculus,orientalis,2.5,98
M,Tremarctos,ornatus,314,140000
M,Scotomanes,ornatus,0.384,21.8
M,Sorex,ornatus,0.12,5
M,Taurotragus,oryx,534,900000
M,Taurotragus,oryx,530,550000
M,Taurotragus,oryx,480,560000
M,Ourebia,ourebi,55,12500
M,Ourebia,ourebi,56,14000
M,Ourebia,ourebi,50,15000
M,Ourebia,ourebi,62,15000
M,Ourebia,ourebi,57,15200
M,Ourebia,ourebi,70,16000
M,Cuniculus,paca,48,4559
M,Cuniculus,paca,21.85,3627
M,Cuniculus,paca,35.8,5635
M,Eptesicus,pachyotis,0.158,6.6
M,Tylonycteris,pachypus,0.077,4.6
M,Gerbillurus,paeba,0.84,24
M,Alouatta,palliata,54.05,6577
M,Alouatta,palliata,53.45,7938
M,Alouatta,palliata,42.3,3119
M,Alouatta,palliata,50.34,6174
M,Alouatta,palliata,54,7670
M,Tamias,palmeri,1.99,60.8
M,Atilax,paludinosus,31.8,4000
M,Sorex,palustris,0.31,11.9
M,Oryzomys,palustris,0.88,47.1
M,Tamias,panamintinus,1.83,51.2
M,Ateles,paniscus,101.2,5220
M,Ateles,paniscus,106.5,5040
M,Ateles,paniscus,108.3,2035
M,Ateles,paniscus,108.8,2305
M,Ateles,paniscus,120,2550
M,Pan,paniscus,337,34000
M,Kerivoula,papillosa,0.31,10.1
M,Papio,papio,177,4080
M,Papio,papio,174.5,4763
M,Papio,papio,179,32000
M,Rhinolophus,paradoxolophus,0.267,9.3
M,Solenodon,paradoxus,4.67,900
M,Leopardus,pardalis,62.7,8618
M,Leopardus,pardalis,63.5,10433
M,Leopardus,pardalis,75.3,20000
M,Genetta,pardina,15.4,1032
M,Panthera,pardus,135,48000
M,Panthera,pardus,157,46300
M,Panthera,pardus,196,80000
M,Macropus,parma,17.4,3760
M,Pteronotus,parnellii,0.5315,19.1
M,Urocitellus,parryii,5.74,958
M,Urocitellus,parryii,5.63,878
M,Urocitellus,parryii,5.14,744.6
M,Cryptotis,parva,0.12,5.3
M,Rhogeessa,parvula,0.111,4.35
M,Dolichotis,patagonum,30.5,8000
M,Erythrocebus,patas,91.5,4800
M,Erythrocebus,patas,94.5,4800
M,Erythrocebus,patas,97,9740
M,Erythrocebus,patas,110,9740
M,Erythrocebus,patas,108,7800
M,Rhinolophus,pearsoni,0.332,13.9
M,Tayassu,pecari,139.6,32233
M,Tayassu,pecari,152,32233
M,Kerivoula,pellucida,0.203,4.1
M,Chaetodipus,penicillatus,0.47,16
M,Martes,pennanti,46.5,7000
M,Funambulus,pennantii,2.1,85.9
M,Microtus,pennsylvanicus,0.6464,22.9
M,Microtus,pennsylvanicus,0.6724,32.5
M,Microtus,pennsylvanicus,0.6606,23.7
M,Microtus,pennsylvanicus,0.7166,25.2
M,Microtus,pennsylvanicus,0.7394,27.9
M,Microtus,pennsylvanicus,0.77,37.3
M,Eumops,perotis,0.802,47.5
M,Triaenops,persicus,0.2705,13.7
M,Pteronotus,personatus,0.234,7.8
M,Carollia,perspicillata,0.47,16
M,Petaurista,petaurista,11.8,1600
M,Petaurista,petaurista,11.73,2023
M,Rhynchocyon,petersi,5.4,370
M,Dermanura,phaeotis,0.448,11.8
M,Kerivoula,phalaena,0.116,3
M,Caluromys,philander,3.1,384
M,Neophocaena,phocaenoides,422,34000
M,Neophocaena,phocaenoides,468,32400
M,Phocoena,phocoena,1735,142430
M,Phocoena,phocoena,477,52300
M,Phocoena,phocoena,537,55500
M,Phocoena,phocoena,537,55500
M,Ototylomys,phyllotis,1.33,63
M,Balaenoptera,physalus,7111.43,33221430
M,Lycaon,pictus,138,30000
M,Liomys,pictus,0.77,46.5
M,Capromys,pilorides,10.55,3429
M,Capromys,pilorides,11.1,2782.5
M,Capromys,pilorides,11.9,4989.5
M,Microtus,pinetorum,0.56,24.9
M,Isthmomys,pirrensis,1.71,138
M,Cynomops,planirostris,0.185,7.25
M,Mus,platythrix,0.5,29.2
M,Monophyllus,plethodon,0.4125,14.9
M,Chaerephon,plicata,0.385,20.5
M,Glauconycteris,poensis,0.205,8.6
M,Grammomys,poensis,0.96,50.2
M,Pteropus,poliocephalus,7.2298,695
M,Peromyscus,polionotus,0.42,13.32
M,Surdisorex,polulus,0.4,18.6
M,Colobus,polykomos,96,6800
M,Hipposideros,pomona,0.233,6.2
M,Cavia,porcellus,3.32,214.94
M,Cavia,porcellus,3.8,324
M,Cavia,porcellus,3.63,351
M,Cavia,porcellus,4,432
M,Cavia,porcellus,3.28,214.57
M,Cavia,porcellus,4.1,361
M,Cavia,porcellus,4.23,456
M,Cavia,porcellus,3.77,248
M,Cavia,porcellus,3.8,265
M,Cavia,porcellus,3.65,295
M,Cavia,porcellus,4.7,301
M,Cavia,porcellus,4.15,305
M,Cavia,porcellus,4.28,337
M,Cavia,porcellus,6.4,348
M,Cavia,porcellus,4.5,353
M,Cavia,porcellus,4.6,415
M,Cavia,porcellus,4.8,451
M,Cavia,porcellus,4.75,491
M,Cavia,porcellus,4.57,513
